Time(S),GPU0_Power(W)
0.03,31.50
0.03,31.50
0.23,32.57
0.43,33.43
0.63,38.76
0.83,34.62
1.03,34.50
1.23,34.60
1.43,34.60
1.63,34.60
1.83,34.60
2.03,34.69
2.23,34.69
2.43,34.60
2.63,34.69
2.83,34.60
3.03,34.69
3.23,34.60
3.43,34.69
3.63,34.60
3.83,34.69
4.03,34.69
4.23,34.60
4.43,34.60
4.63,34.60
4.83,34.69
5.03,34.60
5.23,34.69
5.43,34.60
5.63,34.60
5.83,34.60
6.03,34.69
6.23,34.60
6.43,34.69
6.63,34.60
6.83,34.79
7.03,34.69
7.23,34.69
7.43,34.60
7.63,34.79
7.83,34.69
8.03,34.69
8.24,34.69
8.44,34.69
8.64,34.69
8.84,34.69
9.04,34.60
9.24,34.69
9.44,34.60
9.64,34.69
9.84,34.69
10.04,34.60
10.24,34.69
10.44,34.60
10.64,34.69
10.84,34.69
11.04,34.60
11.24,34.60
11.44,34.60
11.64,34.69
11.84,34.69
12.04,34.69
12.24,34.69
12.44,34.69
12.64,34.60
12.84,34.60
13.04,34.70
13.24,34.60
13.44,34.79
13.64,34.60
13.84,34.69
14.04,34.60
14.24,34.69
14.44,34.69
14.64,34.60
14.84,34.69
15.04,34.60
15.24,34.60
15.44,34.69
15.64,34.69
15.84,34.69
16.04,34.60
16.24,34.60
16.44,34.60
16.64,34.60
16.84,34.69
17.04,34.60
17.24,34.60
17.44,34.79
17.65,34.79
17.85,34.79
18.05,34.79
18.25,34.69
18.45,34.69
18.65,34.79
18.85,34.88
19.05,34.88
19.25,34.80
19.45,34.88
19.65,34.69
19.85,34.79
20.05,34.69
20.25,34.69
20.45,34.60
20.65,34.69
20.85,34.69
21.05,34.69
21.25,34.60
21.45,34.60
21.65,34.69
21.85,34.80
22.05,34.69
22.25,34.79
22.45,34.60
22.65,34.69
22.85,34.69
23.05,34.69
23.25,34.60
23.45,34.60
23.65,34.69
23.85,34.69
24.05,34.69
24.25,34.60
24.45,34.69
24.65,34.69
24.85,34.60
25.05,34.60
25.25,34.69
25.45,34.69
25.65,34.69
25.85,34.70
26.05,34.69
26.25,34.60
26.45,34.60
26.65,34.69
26.85,34.70
27.05,34.69
27.26,34.60
27.46,34.79
27.66,34.60
27.86,34.79
28.06,34.69
28.26,34.70
28.46,34.79
28.66,34.70
28.86,34.79
29.06,34.60
29.26,34.79
29.46,34.79
29.66,34.69
29.86,34.69
30.06,34.79
30.26,34.60
30.46,34.70
30.66,34.69
30.86,34.79
31.06,34.69
31.26,34.80
31.46,34.70
31.66,34.69
31.86,34.79
32.06,34.60
32.26,34.69
32.46,34.60
32.66,34.70
32.86,34.69
33.06,34.69
33.26,34.69
33.46,34.60
33.66,34.69
33.86,34.69
34.06,34.69
34.26,34.69
34.46,34.69
34.66,34.69
34.86,34.69
35.06,34.69
35.26,34.69
35.46,34.60
35.66,34.79
35.86,34.69
36.06,34.69
36.26,34.69
36.46,34.61
36.67,34.69
36.87,34.69
37.07,34.69
37.27,34.69
37.47,34.69
37.67,34.69
37.87,34.79
38.07,34.69
38.27,34.69
38.47,34.69
38.67,34.69
38.87,34.79
39.07,34.69
39.27,34.69
39.47,34.69
39.67,34.69
39.87,34.69
40.07,34.69
40.27,34.69
40.47,34.69
40.67,34.69
40.87,34.69
41.07,34.69
41.27,34.79
41.47,34.60
41.67,34.69
41.87,34.60
42.07,34.79
42.27,34.69
42.47,34.69
42.67,38.85
42.87,34.79
43.07,34.69
43.27,34.79
43.47,34.69
43.67,34.79
43.87,34.69
44.07,34.79
44.27,34.88
44.47,34.98
44.67,34.98
44.87,35.08
45.07,34.98
45.27,35.18
45.47,35.18
45.67,34.60
45.87,34.60
46.08,34.60
46.28,34.69
46.48,34.50
46.68,34.60
46.88,34.60
47.08,34.60
47.28,34.69
47.48,34.60
47.68,34.61
47.88,34.60
48.08,34.60
48.28,34.61
48.48,34.69
48.68,34.60
48.88,34.69
49.08,34.60
49.28,34.60
49.48,34.60
49.68,34.60
49.88,34.69
50.08,34.60
50.28,34.60
50.48,34.50
50.68,34.60
50.88,34.69
51.08,34.60
51.28,34.60
51.48,34.60
51.68,34.60
51.88,34.60
52.08,34.60
52.28,34.60
52.48,34.60
52.68,34.60
52.88,34.70
53.08,34.69
53.28,34.60
53.48,34.60
53.68,34.60
53.88,34.60
54.08,34.50
54.28,34.60
54.48,34.60
54.68,34.60
54.88,34.60
55.08,34.60
55.28,34.69
55.49,34.60
55.69,34.50
55.89,34.60
56.09,34.60
56.29,34.60
56.49,34.60
56.69,34.60
56.89,34.60
57.09,34.60
57.29,34.60
57.49,34.50
57.69,34.50
57.89,34.50
58.09,34.60
58.29,34.60
58.49,34.69
58.69,34.60
58.89,34.60
59.09,34.60
59.29,34.60
59.49,34.60
59.69,34.50
59.89,34.69
60.09,34.50
60.29,34.60
60.49,34.50
60.69,34.60
60.89,34.60
61.09,34.60
61.29,34.60
61.49,34.69
61.69,34.69
61.89,34.60
62.09,34.60
62.29,34.69
62.49,34.69
62.69,34.60
62.89,34.60
63.09,34.69
63.29,34.60
63.49,34.50
63.69,34.61
63.89,34.60
64.09,34.69
64.29,34.60
64.49,34.60
64.69,34.69
64.89,34.69
65.10,34.60
65.30,34.69
65.50,34.60
65.70,34.69
65.90,34.60
66.10,34.60
66.30,34.69
66.50,34.69
66.70,34.69
66.90,34.60
67.10,34.79
67.30,34.60
67.50,34.69
67.70,34.60
67.90,34.69
68.10,34.69
68.30,34.69
68.50,34.69
68.70,34.60
68.90,34.60
69.10,34.69
69.30,34.60
69.50,34.69
69.70,34.60
69.90,34.69
70.10,34.69
70.30,34.69
70.50,34.69
70.70,34.79
70.90,34.79
71.10,34.88
71.30,34.88
71.50,34.69
71.70,34.69
71.90,34.69
72.10,34.69
72.30,34.69
72.50,34.60
72.70,34.60
72.90,34.69
73.10,34.60
73.30,34.69
73.50,34.60
73.70,34.60
73.90,34.60
74.10,34.60
74.30,34.60
74.51,34.60
74.71,34.60
74.91,34.60
75.11,34.60
75.31,34.60
75.51,34.60
75.71,34.69
75.91,34.69
76.11,34.69
76.31,34.60
76.51,34.50
76.71,34.60
76.91,34.60
77.11,34.69
77.31,34.60
77.51,34.69
77.71,34.60
77.91,34.60
78.11,34.69
78.31,34.69
78.51,34.60
78.71,34.60
78.91,34.60
79.11,34.69
79.31,34.69
79.51,34.69
79.71,34.60
79.91,34.60
80.11,34.69
80.31,34.69
80.51,34.60
80.71,34.69
80.91,34.69
81.11,34.60
81.31,34.50
81.51,34.60
81.71,34.70
81.91,34.60
82.11,34.69
82.31,34.60
82.51,34.69
82.71,34.69
82.91,34.69
83.11,34.69
83.31,34.60
83.51,34.60
83.71,34.60
83.91,34.60
84.12,34.60
84.32,34.69
84.52,34.69
84.72,34.69
84.92,34.69
