Time(S),GPU0_Power(W)
0.00,125.00
0.00,125.00
0.20,149.00
0.40,159.00
0.60,136.00
0.80,127.00
1.00,126.00
1.20,126.00
1.40,154.00
1.60,139.00
1.80,127.00
2.00,126.00
2.20,126.00
2.40,126.00
2.60,126.00
2.80,126.00
3.00,126.00
3.20,143.00
3.40,187.00
3.60,208.00
3.80,152.00
4.00,129.00
4.20,126.00
4.40,126.00
4.60,125.00
4.80,139.00
5.00,127.00
5.20,126.00
5.40,125.00
5.60,125.00
5.80,126.00
6.00,132.00
6.20,132.00
6.40,126.00
6.60,198.00
6.80,213.00
7.00,216.00
7.20,217.00
7.40,217.00
7.60,217.00
7.80,217.00
8.00,217.00
8.20,217.00
8.40,217.00
8.60,217.00
8.80,217.00
9.00,217.00
9.20,217.00
9.40,217.00
9.61,218.00
9.81,217.00
10.01,217.00
10.21,217.00
10.41,217.00
10.61,217.00
10.81,217.00
11.01,217.00
11.21,217.00
11.41,218.00
11.61,218.00
11.81,218.00
12.01,217.00
12.21,218.00
12.41,217.00
12.61,218.00
12.81,218.00
13.01,218.00
13.21,217.00
13.41,217.00
13.61,218.00
13.81,217.00
14.01,218.00
14.21,218.00
14.41,218.00
14.61,218.00
14.81,217.00
15.01,217.00
15.21,218.00
15.41,218.00
15.61,217.00
15.81,218.00
16.01,217.00
16.21,217.00
16.41,217.00
16.61,217.00
16.81,217.00
17.01,218.00
17.21,218.00
17.41,217.00
17.61,218.00
17.81,218.00
18.01,218.00
18.21,217.00
18.41,218.00
18.61,218.00
18.81,217.00
19.01,217.00
19.21,218.00
19.41,218.00
19.61,218.00
19.81,218.00
20.01,218.00
20.21,217.00
20.41,218.00
20.61,218.00
20.81,218.00
21.01,217.00
21.21,218.00
21.41,217.00
21.61,218.00
21.81,218.00
22.01,218.00
22.21,218.00
22.41,218.00
22.61,218.00
22.81,218.00
23.01,217.00
23.21,218.00
23.41,218.00
