Time(S),GPU0_Power(W)
0.00,126.00
0.00,126.00
0.20,153.00
0.40,161.00
0.60,133.00
0.80,127.00
1.00,127.00
1.20,136.00
1.40,157.00
1.60,136.00
1.80,127.00
2.00,127.00
2.20,126.00
2.40,126.00
2.60,126.00
2.80,126.00
3.00,126.00
3.20,158.00
3.40,206.00
3.60,202.00
3.80,146.00
4.00,129.00
4.20,127.00
4.40,127.00
4.60,126.00
4.80,137.00
5.00,128.00
5.20,127.00
5.40,127.00
5.60,126.00
5.80,127.00
6.00,127.00
6.20,127.00
6.40,134.00
6.60,204.00
6.80,215.00
7.00,217.00
7.20,218.00
7.40,218.00
7.60,219.00
7.80,219.00
8.00,218.00
8.20,218.00
8.40,218.00
8.60,218.00
8.80,218.00
9.00,218.00
9.20,219.00
9.40,218.00
9.60,219.00
9.80,218.00
10.00,218.00
10.20,218.00
10.40,218.00
10.60,218.00
10.80,219.00
11.01,218.00
11.21,218.00
11.41,218.00
11.61,218.00
11.81,218.00
12.01,219.00
12.21,218.00
12.41,219.00
12.61,218.00
12.81,219.00
13.01,218.00
13.21,218.00
13.41,218.00
13.61,218.00
13.81,218.00
14.01,218.00
14.21,219.00
14.41,219.00
14.61,218.00
14.81,219.00
15.01,219.00
15.21,219.00
15.41,218.00
15.61,219.00
15.81,219.00
16.01,219.00
16.21,218.00
16.41,218.00
16.61,218.00
16.81,219.00
17.01,219.00
17.21,218.00
17.41,219.00
17.61,218.00
17.81,218.00
18.01,219.00
18.21,219.00
18.41,219.00
18.61,218.00
18.81,219.00
19.01,219.00
19.21,219.00
19.41,218.00
19.61,218.00
19.81,219.00
20.01,219.00
20.21,219.00
20.41,219.00
20.61,219.00
20.81,219.00
21.01,219.00
21.21,219.00
21.41,219.00
21.61,219.00
21.81,219.00
22.01,218.00
22.21,219.00
22.41,218.00
22.61,219.00
22.81,219.00
23.01,219.00
23.21,219.00
23.41,220.00
23.61,219.00
23.81,218.00
24.01,226.00
24.21,220.00
24.41,219.00
24.61,219.00
24.81,219.00
25.01,218.00
25.21,219.00
25.41,218.00
25.61,218.00
25.81,219.00
26.01,219.00
26.21,218.00
26.41,219.00
26.61,219.00
26.81,219.00
27.01,219.00
27.21,219.00
27.41,218.00
27.61,218.00
27.81,218.00
28.01,219.00
28.21,219.00
