Time(S),GPU0_Power(W)
0.17,72.19
0.17,72.16
0.48,72.19
0.68,80.52
0.88,89.21
1.08,98.82
1.28,107.18
1.49,116.81
1.69,119.98
1.89,122.49
2.09,128.33
2.29,135.29
