gpu,dataset,algorithm,epochs,batch_size,raw_images,resolution_y,resolution_x,N,io_load_time_s,setup_time_s,task_setup_time_s,reconstruction_run_time_s,save_time_s,total_time_s,log_file,power_duration_s,power_avg_w,power_min_w,power_max_w,power_energy_j,power_samples,power_csv,input_pixels,io_stage_s,prep_stage_s,pre_recon_s,num_batches,warmup_epoch,flops_per_image_epoch,flops_per_image_epoch_gflops,total_recon_gflops,fit_reconstruction
H200,R1000,pie,2,1000,1000,64,64,64,0.219441,0.002833,0.070558,10.055072,0.0,10.348424,/home/zhong.zheng/pty-chi/modeling_exp/H200/R1000/pie/e2_bs1000.log,10.23,132.20792452830187,83.6,136.57,1364.0399,53,/home/zhong.zheng/pty-chi/modeling_exp/H200/R1000/pie/e2_bs1000_power.csv,4096000,0.219441,0.073391,0.292832,1,False,819200.0,0.0008192,1.6384,True
H200,R1000,pie,4,1000,1000,64,64,64,0.222713,0.003218,0.081831,20.792361,0.0,21.100651,/home/zhong.zheng/pty-chi/modeling_exp/H200/R1000/pie/e4_bs1000.log,20.85,134.3809433962264,83.82,136.76,2812.8154,106,/home/zhong.zheng/pty-chi/modeling_exp/H200/R1000/pie/e4_bs1000_power.csv,4096000,0.222713,0.085049,0.307762,1,False,819200.0,0.0008192,3.2768,True
H200,R1000,pie,6,1000,1000,64,64,64,0.219956,0.00327,0.071276,31.762378,0.0,32.05747,/home/zhong.zheng/pty-chi/modeling_exp/H200/R1000/pie/e6_bs1000.log,31.85,135.3192546583851,83.53,137.08,4322.617200000001,161,/home/zhong.zheng/pty-chi/modeling_exp/H200/R1000/pie/e6_bs1000_power.csv,4096000,0.219956,0.074546,0.29450200000000004,1,False,819200.0,0.0008192,4.9152,True
H200,R12000,ad_ptycho,1,1000,12000,64,64,64,0.667307,0.003159,0.052877,0.78442,0.0,1.508309,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e1_bs1000.log,1.42,103.48333333333333,84.19,148.85,146.036,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e1_bs1000_power.csv,49152000,0.667307,0.056036,0.723343,12,True,1720320.0,0.00172032,20.64384,False
H200,R12000,ad_ptycho,2,1000,12000,64,64,64,0.671599,0.002742,0.076702,1.188537,0.0,1.940141,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e2_bs1000.log,1.82,113.07727272727271,84.01,162.34,207.29000000000002,11,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e2_bs1000_power.csv,49152000,0.671599,0.079444,0.751043,12,False,1720320.0,0.00172032,41.28768,True
H200,R12000,ad_ptycho,4,1000,12000,64,64,64,0.663944,0.003222,0.079016,2.137438,0.0,2.884135,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e4_bs1000.log,2.82,129.784375,84.25,167.97,373.207,16,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e4_bs1000_power.csv,49152000,0.663944,0.082238,0.7461819999999999,12,False,1720320.0,0.00172032,82.57536,True
H200,R12000,ad_ptycho,6,1000,12000,64,64,64,0.669971,0.003179,0.081147,2.857689,0.0,3.612498,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e6_bs1000.log,3.42,136.52157894736843,84.05,172.23,476.93300000000005,19,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/ad_ptycho/e6_bs1000_power.csv,49152000,0.669971,0.084326,0.754297,12,False,1720320.0,0.00172032,123.86304,True
H200,R12000,bh,1,1000,12000,64,64,64,0.670921,0.003014,0.079092,0.802387,0.0,1.555896,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e1_bs1000.log,1.42,102.56,84.09,146.07,144.767,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e1_bs1000_power.csv,49152000,0.670921,0.082106,0.7530269999999999,12,True,1146880.0,0.00114688,13.76256,False
H200,R12000,bh,2,1000,12000,64,64,64,0.682668,0.00307,0.086871,1.1737,0.0,1.947136,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e2_bs1000.log,1.82,112.74545454545455,84.28,163.7,206.382,11,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e2_bs1000_power.csv,49152000,0.682668,0.08994100000000001,0.7726090000000001,12,False,1146880.0,0.00114688,27.52512,True
H200,R12000,bh,4,1000,12000,64,64,64,0.667376,0.003117,0.094375,2.197438,0.0,2.962937,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e4_bs1000.log,2.82,129.926875,84.34,169.82,373.4529999999999,16,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e4_bs1000_power.csv,49152000,0.667376,0.097492,0.764868,12,False,1146880.0,0.00114688,55.05024,True
H200,R12000,bh,6,1000,12000,64,64,64,0.666343,0.003061,0.080761,3.06505,0.0,3.815779,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e6_bs1000.log,3.62,138.5695,84.12,171.3,512.024,20,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/bh/e6_bs1000_power.csv,49152000,0.666343,0.083822,0.750165,12,False,1146880.0,0.00114688,82.57536,True
H200,R12000,dm,1,1000,12000,64,64,64,0.667991,0.013795,0.088073,0.740147,0.0,1.511003,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e1_bs1000.log,1.42,103.27000000000001,84.34,150.49,145.522,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e1_bs1000_power.csv,49152000,0.667991,0.101868,0.769859,12,True,1474560.0,0.00147456,17.69472,False
H200,R12000,dm,2,1000,12000,64,64,64,0.6823,0.013748,0.104373,1.305263,0.0,2.106308,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e2_bs1000.log,2.02,116.05916666666667,84.27,159.99,237.244,12,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e2_bs1000_power.csv,49152000,0.6823,0.11812099999999999,0.800421,12,False,1474560.0,0.00147456,35.38944,True
H200,R12000,dm,4,1000,12000,64,64,64,0.671675,0.013857,0.080195,2.192515,0.0,2.958892,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e4_bs1000.log,2.82,127.75625000000001,84.08,164.95,367.162,16,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e4_bs1000_power.csv,49152000,0.671675,0.094052,0.765727,12,False,1474560.0,0.00147456,70.77888,True
H200,R12000,dm,6,1000,12000,64,64,64,0.671397,0.013746,0.074125,3.150082,0.0,3.909975,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e6_bs1000.log,3.82,137.4495238095238,84.45,169.41,535.745,21,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/dm/e6_bs1000_power.csv,49152000,0.671397,0.08787099999999999,0.759268,12,False,1474560.0,0.00147456,106.16832,True
H200,R12000,lsqml,1,1000,12000,64,64,64,0.662972,0.003178,0.09386,0.665199,0.0,1.425785,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e1_bs1000.log,1.22,97.2475,84.17,129.42,117.38999999999999,8,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e1_bs1000_power.csv,49152000,0.662972,0.097038,0.7600100000000001,12,True,983040.0,0.00098304,11.79648,False
H200,R12000,lsqml,2,1000,12000,64,64,64,0.670123,0.003168,0.054298,1.250324,0.0,1.978399,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e2_bs1000.log,1.82,110.73363636363636,84.16,151.76,203.18,11,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e2_bs1000_power.csv,49152000,0.670123,0.057465999999999996,0.7275889999999999,12,False,983040.0,0.00098304,23.59296,True
H200,R12000,lsqml,4,1000,12000,64,64,64,0.666341,0.003219,0.087205,2.266711,0.0,3.024067,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e4_bs1000.log,2.82,125.70750000000001,84.19,162.58,360.749,16,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e4_bs1000_power.csv,49152000,0.666341,0.090424,0.7567649999999999,12,False,983040.0,0.00098304,47.18592,True
H200,R12000,lsqml,6,1000,12000,64,64,64,0.66652,0.003148,0.08831,3.265433,0.0,4.023955,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e6_bs1000.log,3.82,134.69666666666666,84.1,163.34,524.15,21,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/lsqml/e6_bs1000_power.csv,49152000,0.66652,0.091458,0.757978,12,False,983040.0,0.00098304,70.77888,True
H200,R12000,pie,1,1000,12000,64,64,64,0.661645,0.002712,0.08676,60.698847,0.0,61.450571,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e1_bs1000.log,61.28,136.87668831168833,84.19,141.19,8400.809949999999,308,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e1_bs1000_power.csv,49152000,0.661645,0.08947200000000001,0.751117,12,True,819200.0,0.0008192,9.8304,False
H200,R12000,pie,2,1000,12000,64,64,64,0.67035,0.003139,0.081952,127.474324,0.0,128.230605,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e2_bs1000.log,128.14,137.53286604361372,84.02,141.25,17636.7587,642,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e2_bs1000_power.csv,49152000,0.67035,0.085091,0.755441,12,False,819200.0,0.0008192,19.6608,True
H200,R12000,pie,4,1000,12000,64,64,64,0.669158,0.003121,0.07873,259.213827,0.0,259.965719,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e4_bs1000.log,259.86,137.77566923076924,84.06,141.67,35815.709350000005,1300,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e4_bs1000_power.csv,49152000,0.669158,0.081851,0.751009,12,False,819200.0,0.0008192,39.3216,True
H200,R12000,pie,6,1000,12000,64,64,64,0.675412,0.003072,0.05382,397.608408,0.0,398.341571,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e6_bs1000.log,398.19,137.75741838272225,84.04,141.67,54866.9998,1991,/home/zhong.zheng/pty-chi/modeling_exp/H200/R12000/pie/e6_bs1000_power.csv,49152000,0.675412,0.056892,0.732304,12,False,819200.0,0.0008192,58.9824,True
H200,R2000,ad_ptycho,1,1000,2000,64,64,64,0.265137,0.003317,0.078714,0.279017,0.0,0.626963,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e1_bs1000.log,0.42,91.1075,84.23,103.43,37.269999999999996,4,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e1_bs1000_power.csv,8192000,0.265137,0.082031,0.34716800000000003,2,True,1720320.0,0.00172032,3.44064,False
H200,R2000,ad_ptycho,2,1000,2000,64,64,64,0.255722,0.003311,0.079734,0.359768,0.0,0.699013,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e2_bs1000.log,0.62,96.86800000000001,84.43,117.72,59.763000000000005,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e2_bs1000_power.csv,8192000,0.255722,0.083045,0.33876700000000004,2,False,1720320.0,0.00172032,6.88128,True
H200,R2000,ad_ptycho,4,1000,2000,64,64,64,0.255758,0.003269,0.068006,0.507898,0.0,0.835483,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e4_bs1000.log,0.62,96.36800000000001,84.07,117.15,59.425999999999995,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e4_bs1000_power.csv,8192000,0.255758,0.07127499999999999,0.327033,2,False,1720320.0,0.00172032,13.76256,True
H200,R2000,ad_ptycho,6,1000,2000,64,64,64,0.255779,0.003186,0.083437,0.657867,0.0,1.000772,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e6_bs1000.log,0.82,103.085,84.31,133.13,85.083,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/ad_ptycho/e6_bs1000_power.csv,8192000,0.255779,0.08662299999999999,0.342402,2,False,1720320.0,0.00172032,20.64384,True
H200,R2000,bh,1,1000,2000,64,64,64,0.274239,0.003163,0.048301,0.281577,0.0,0.607781,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e1_bs1000.log,0.42,91.1925,84.45,103.2,37.288,4,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e1_bs1000_power.csv,8192000,0.274239,0.051463999999999996,0.325703,2,True,1146880.0,0.00114688,2.29376,False
H200,R2000,bh,2,1000,2000,64,64,64,0.262437,0.0032,0.079068,0.362156,0.0,0.707353,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e2_bs1000.log,0.62,96.36600000000001,84.29,116.41,59.43599999999999,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e2_bs1000_power.csv,8192000,0.262437,0.082268,0.34470499999999993,2,False,1146880.0,0.00114688,4.58752,True
H200,R2000,bh,4,1000,2000,64,64,64,0.254467,0.003273,0.080585,0.517371,0.0,0.856217,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e4_bs1000.log,0.62,96.648,84.39,116.82,59.644999999999996,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e4_bs1000_power.csv,8192000,0.254467,0.083858,0.33832500000000004,2,False,1146880.0,0.00114688,9.17504,True
H200,R2000,bh,6,1000,2000,64,64,64,0.254604,0.003189,0.079261,0.646418,0.0,0.984092,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e6_bs1000.log,0.82,103.94833333333334,84.74,136.13,85.703,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/bh/e6_bs1000_power.csv,8192000,0.254604,0.08245,0.33705399999999996,2,False,1146880.0,0.00114688,13.76256,True
H200,R2000,dm,1,1000,2000,64,64,64,0.260128,0.004634,0.069709,0.25732,0.0,0.592514,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e1_bs1000.log,0.42,91.4475,84.44,103.81,37.441,4,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e1_bs1000_power.csv,8192000,0.260128,0.07434299999999999,0.3344710000000001,2,True,1474560.0,0.00147456,2.94912,False
H200,R2000,dm,2,1000,2000,64,64,64,0.261548,0.005144,0.084009,0.342617,0.0,0.693806,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e2_bs1000.log,0.62,96.44399999999999,84.44,116.46,59.458,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e2_bs1000_power.csv,8192000,0.261548,0.089153,0.350701,2,False,1474560.0,0.00147456,5.89824,True
H200,R2000,dm,4,1000,2000,64,64,64,0.255915,0.005079,0.075913,0.48082,0.0,0.818245,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e4_bs1000.log,0.62,97.046,84.46,118.22,59.881,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e4_bs1000_power.csv,8192000,0.255915,0.080992,0.336907,2,False,1474560.0,0.00147456,11.79648,True
H200,R2000,dm,6,1000,2000,64,64,64,0.253885,0.005092,0.07985,0.61819,0.0,0.957534,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e6_bs1000.log,0.82,102.02999999999999,83.93,132.63,83.99,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/dm/e6_bs1000_power.csv,8192000,0.253885,0.084942,0.338827,2,False,1474560.0,0.00147456,17.69472,True
H200,R2000,lsqml,1,1000,2000,64,64,64,0.259053,0.003356,0.05051,0.248764,0.0,0.562167,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e1_bs1000.log,0.42,91.1275,84.35,103.34,37.260999999999996,4,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e1_bs1000_power.csv,8192000,0.259053,0.053866,0.312919,2,True,983040.0,0.00098304,1.96608,False
H200,R2000,lsqml,2,1000,2000,64,64,64,0.254487,0.003315,0.081932,0.357945,0.0,0.698159,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e2_bs1000.log,0.62,95.946,84.32,115.29,59.105000000000004,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e2_bs1000_power.csv,8192000,0.254487,0.085247,0.33973400000000004,2,False,983040.0,0.00098304,3.93216,True
H200,R2000,lsqml,4,1000,2000,64,64,64,0.256525,0.003286,0.084733,0.529475,0.0,0.874507,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e4_bs1000.log,0.82,101.80833333333332,84.23,129.78,83.923,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e4_bs1000_power.csv,8192000,0.256525,0.088019,0.344544,2,False,983040.0,0.00098304,7.86432,True
H200,R2000,lsqml,6,1000,2000,64,64,64,0.259521,0.002985,0.08776,0.730515,0.0,1.081348,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e6_bs1000.log,1.02,108.11,84.25,146.79,111.39800000000001,7,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/lsqml/e6_bs1000_power.csv,8192000,0.259521,0.090745,0.350266,2,False,983040.0,0.00098304,11.79648,True
H200,R2000,pie,1,1000,2000,64,64,64,0.268793,0.003195,0.090754,10.743143,0.0,11.1065,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e1_bs1000.log,11.03,132.99526315789473,84.01,137.63,1478.61955,57,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e1_bs1000_power.csv,8192000,0.268793,0.093949,0.362742,2,True,819200.0,0.0008192,1.6384,False
H200,R2000,pie,2,1000,2000,64,64,64,0.253493,0.003252,0.079894,21.815151,0.0,22.152409,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e2_bs1000.log,22.04,135.13339285714287,84.16,137.56,2990.7591500000003,112,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e2_bs1000_power.csv,8192000,0.253493,0.08314600000000001,0.336639,2,False,819200.0,0.0008192,3.2768,True
H200,R2000,pie,4,1000,2000,64,64,64,0.25942,0.003286,0.077002,42.21241,0.0,42.552681,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e4_bs1000.log,42.46,136.2827570093458,84.08,137.84,5799.4019,214,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e4_bs1000_power.csv,8192000,0.25942,0.080288,0.339708,2,False,819200.0,0.0008192,6.5536,True
H200,R2000,pie,6,1000,2000,64,64,64,0.254208,0.002866,0.075574,64.333105,0.0,64.666604,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e6_bs1000.log,64.48,136.7921913580247,84.42,138.19,8833.3061,324,/home/zhong.zheng/pty-chi/modeling_exp/H200/R2000/pie/e6_bs1000_power.csv,8192000,0.254208,0.07844,0.33264799999999994,2,False,819200.0,0.0008192,9.8304,True
H200,R4000,ad_ptycho,1,1000,4000,64,64,64,0.359606,0.003255,0.095864,0.376593,0.0,0.83584,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e1_bs1000.log,0.62,93.258,84.46,110.35,56.88499999999999,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e1_bs1000_power.csv,16384000,0.359606,0.099119,0.458725,4,True,1720320.0,0.00172032,6.88128,False
H200,R4000,ad_ptycho,2,1000,4000,64,64,64,0.345291,0.00327,0.077265,0.512394,0.0,0.938761,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e2_bs1000.log,0.82,98.51833333333333,84.35,124.78,80.43699999999998,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e2_bs1000_power.csv,16384000,0.345291,0.080535,0.42582600000000004,4,False,1720320.0,0.00172032,13.76256,True
H200,R4000,ad_ptycho,4,1000,4000,64,64,64,0.345033,0.003313,0.084308,0.828477,0.0,1.261622,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e4_bs1000.log,1.02,104.5457142857143,84.27,140.02,107.077,7,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e4_bs1000_power.csv,16384000,0.345033,0.08762099999999999,0.432654,4,False,1720320.0,0.00172032,27.52512,True
H200,R4000,ad_ptycho,6,1000,4000,64,64,64,0.341403,0.003241,0.079252,1.128078,0.0,1.552448,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e6_bs1000.log,1.42,116.29444444444442,84.31,159.45,168.08999999999997,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/ad_ptycho/e6_bs1000_power.csv,16384000,0.341403,0.082493,0.423896,4,False,1720320.0,0.00172032,41.28768,True
H200,R4000,bh,1,1000,4000,64,64,64,0.340002,0.002881,0.07529,0.381768,0.0,0.80045,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e1_bs1000.log,0.62,94.032,84.39,111.88,57.525000000000006,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e1_bs1000_power.csv,16384000,0.340002,0.07817099999999999,0.418173,4,True,1146880.0,0.00114688,4.58752,False
H200,R4000,bh,2,1000,4000,64,64,64,0.355102,0.002824,0.065561,0.535298,0.0,0.959311,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e2_bs1000.log,0.82,98.18666666666667,83.95,124.96,80.14099999999999,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e2_bs1000_power.csv,16384000,0.355102,0.068385,0.42348699999999995,4,False,1146880.0,0.00114688,9.17504,True
H200,R4000,bh,4,1000,4000,64,64,64,0.333604,0.003165,0.069819,0.800418,0.0,1.207537,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e4_bs1000.log,1.02,106.1842857142857,84.1,146.09,108.81899999999999,7,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e4_bs1000_power.csv,16384000,0.333604,0.07298400000000001,0.406588,4,False,1146880.0,0.00114688,18.35008,True
H200,R4000,bh,6,1000,4000,64,64,64,0.343382,0.003254,0.082825,1.091839,0.0,1.522125,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e6_bs1000.log,1.42,117.33888888888889,83.94,159.84,170.034,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/bh/e6_bs1000_power.csv,16384000,0.343382,0.08607899999999999,0.429461,4,False,1146880.0,0.00114688,27.52512,True
H200,R4000,dm,1,1000,4000,64,64,64,0.342203,0.006869,0.071607,0.367289,0.0,0.788782,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e1_bs1000.log,0.62,92.962,84.04,110.29,56.71300000000001,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e1_bs1000_power.csv,16384000,0.342203,0.078476,0.420679,4,True,1474560.0,0.00147456,5.89824,False
H200,R4000,dm,2,1000,4000,64,64,64,0.342375,0.006869,0.073477,0.524405,0.0,0.947645,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e2_bs1000.log,0.82,99.21499999999999,83.99,127.43,81.112,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e2_bs1000_power.csv,16384000,0.342375,0.080346,0.422721,4,False,1474560.0,0.00147456,11.79648,True
H200,R4000,dm,4,1000,4000,64,64,64,0.357898,0.006894,0.083213,0.792846,0.0,1.241425,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e4_bs1000.log,1.02,103.88571428571429,84.16,139.39,106.251,7,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e4_bs1000_power.csv,16384000,0.357898,0.09010699999999999,0.448005,4,False,1474560.0,0.00147456,23.59296,True
H200,R4000,dm,6,1000,4000,64,64,64,0.341823,0.006817,0.082332,1.096658,0.0,1.528124,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e6_bs1000.log,1.42,116.90666666666668,84.29,160.24,169.113,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/dm/e6_bs1000_power.csv,16384000,0.341823,0.089149,0.430972,4,False,1474560.0,0.00147456,35.38944,True
H200,R4000,lsqml,1,1000,4000,64,64,64,0.341398,0.003297,0.08066,0.333779,0.0,0.759642,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e1_bs1000.log,0.62,93.148,84.2,110.66,56.82,5,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e1_bs1000_power.csv,16384000,0.341398,0.08395699999999999,0.425355,4,True,983040.0,0.00098304,3.93216,False
H200,R4000,lsqml,2,1000,4000,64,64,64,0.336919,0.003259,0.071925,0.532685,0.0,0.94528,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e2_bs1000.log,0.82,98.455,84.31,123.66,80.47999999999999,6,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e2_bs1000_power.csv,16384000,0.336919,0.075184,0.41210300000000005,4,False,983040.0,0.00098304,7.86432,True
H200,R4000,lsqml,4,1000,4000,64,64,64,0.340308,0.002871,0.077151,0.870713,0.0,1.291599,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e4_bs1000.log,1.22,110.07624999999999,84.38,151.13,135.691,8,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e4_bs1000_power.csv,16384000,0.340308,0.080022,0.42033,4,False,983040.0,0.00098304,15.72864,True
H200,R4000,lsqml,6,1000,4000,64,64,64,0.342649,0.003287,0.085852,1.158992,0.0,1.59132,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e6_bs1000.log,1.42,114.85444444444445,84.06,155.91,165.923,9,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/lsqml/e6_bs1000_power.csv,16384000,0.342649,0.089139,0.43178799999999995,4,False,983040.0,0.00098304,23.59296,True
H200,R4000,pie,1,1000,4000,64,64,64,0.343331,0.003185,0.068972,21.042874,0.0,21.459032,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/pie/e1_bs1000.log,21.24,135.31574074074072,84.36,139.15,2886.4972000000007,108,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/pie/e1_bs1000_power.csv,16384000,0.343331,0.072157,0.41548799999999997,4,True,819200.0,0.0008192,3.2768,False
H200,R4000,pie,2,1000,4000,64,64,64,0.342416,0.003295,0.083931,42.904062,0.0,43.334173,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/pie/e2_bs1000.log,43.26,136.47165137614678,84.56,138.8,5916.52215,218,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/pie/e2_bs1000_power.csv,16384000,0.342416,0.08722600000000001,0.42964199999999997,4,False,819200.0,0.0008192,6.5536,True
H200,R4000,pie,4,1000,4000,64,64,64,0.338722,0.003232,0.061968,81.842242,0.0,82.246945,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/pie/e4_bs1000.log,82.1,137.22203883495143,84.08,139.22,11279.091649999998,412,/home/zhong.zheng/pty-chi/modeling_exp/H200/R4000/pie/e4_bs1000_power.csv,16384000,0.338722,0.06520000000000001,0.40392200000000006,4,False,819200.0,0.0008192,13.1072,True
