gpu,dataset,algorithm,epochs,batch_size,raw_images,resolution_y,resolution_x,N,io_load_time_s,setup_time_s,task_setup_time_s,reconstruction_run_time_s,save_time_s,total_time_s,log_file,power_duration_s,power_avg_w,power_min_w,power_max_w,power_energy_j,power_samples,power_csv,input_pixels,io_stage_s,prep_stage_s,pre_recon_s,num_batches,warmup_epoch,flops_per_image_epoch,flops_per_image_epoch_gflops,total_recon_gflops,fit_reconstruction
B200,R2000,bh,4,1000,2000,64,64,64,0.675476,0.003867,0.098448,0.568618,0.0,1.347839,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/bh/e4_bs1000.log,1.11,167.98857142857142,145.26,201.09,171.46200000000005,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/bh/e4_bs1000_power.csv,8192000,0.675476,0.10231499999999999,0.7777909999999999,2,False,1146880.0,0.00114688,9.17504,True
B200,R2000,bh,6,1000,2000,64,64,64,0.719363,0.003669,0.093761,0.734016,0.0,1.551762,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/bh/e6_bs1000.log,1.31,170.31875,144.12,206.35,208.639,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/bh/e6_bs1000_power.csv,8192000,0.719363,0.09743,0.816793,2,False,1146880.0,0.00114688,13.76256,True
B200,R2000,dm,1,1000,2000,64,64,64,0.722876,0.005663,0.102078,0.387047,0.0,1.21866,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e1_bs1000.log,0.91,160.42,144.41,184.37,130.744,6,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e1_bs1000_power.csv,8192000,0.722876,0.107741,0.8306169999999999,2,True,1474560.0,0.00147456,2.94912,False
B200,R2000,dm,2,1000,2000,64,64,64,0.700471,0.005622,0.097445,0.430381,0.0,1.234996,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e2_bs1000.log,0.91,161.61333333333332,144.81,185.89,131.878,6,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e2_bs1000_power.csv,8192000,0.700471,0.103067,0.803538,2,False,1474560.0,0.00147456,5.89824,True
B200,R2000,dm,4,1000,2000,64,64,64,0.739762,0.006506,0.097202,0.548276,0.0,1.392844,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e4_bs1000.log,1.12,165.79857142857145,144.2,199.24,168.93300000000002,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e4_bs1000_power.csv,8192000,0.739762,0.103708,0.84347,2,False,1474560.0,0.00147456,11.79648,True
B200,R2000,dm,6,1000,2000,64,64,64,0.707256,0.006599,0.117476,0.659889,0.0,1.492143,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e6_bs1000.log,1.32,170.4175,144.14,207.86,210.12040000000005,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/dm/e6_bs1000_power.csv,8192000,0.707256,0.12407499999999999,0.831331,2,False,1474560.0,0.00147456,17.69472,True
B200,R2000,lsqml,1,1000,2000,64,64,64,0.750042,0.003659,0.163093,0.367351,0.0,1.284969,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e1_bs1000.log,0.91,160.895,145.11,184.18,131.108,6,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e1_bs1000_power.csv,8192000,0.750042,0.16675199999999998,0.9167939999999999,2,True,983040.0,0.00098304,1.96608,False
B200,R2000,lsqml,2,1000,2000,64,64,64,0.708138,0.003714,0.126294,0.509164,0.0,1.348093,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e2_bs1000.log,1.12,166.36285714285714,144.63,196.8,171.61135000000002,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e2_bs1000_power.csv,8192000,0.708138,0.13000799999999998,0.8381460000000001,2,False,983040.0,0.00098304,3.93216,True
B200,R2000,lsqml,4,1000,2000,64,64,64,0.721786,0.004884,0.098596,0.671266,0.0,1.49759,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e4_bs1000.log,1.32,169.84875,144.07,204.11,208.12400000000002,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e4_bs1000_power.csv,8192000,0.721786,0.10348,0.825266,2,False,983040.0,0.00098304,7.86432,True
B200,R2000,lsqml,6,1000,2000,64,64,64,0.72434,0.003508,0.129906,0.763934,0.0,1.62311,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e6_bs1000.log,1.32,170.37750000000003,144.15,202.97,209.062,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/lsqml/e6_bs1000_power.csv,8192000,0.72434,0.133414,0.8577539999999999,2,False,983040.0,0.00098304,11.79648,True
B200,R2000,pie,1,1000,2000,64,64,64,0.690996,0.0048,0.099935,8.75424,0.0,9.551393,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e1_bs1000.log,9.28,193.97145833333332,144.55,199.26,1800.4849,48,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e1_bs1000_power.csv,8192000,0.690996,0.104735,0.7957310000000001,2,True,819200.0,0.0008192,1.6384,False
B200,R2000,pie,2,1000,2000,64,64,64,0.67942,0.003806,0.097288,17.867216,0.0,18.649134,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e2_bs1000.log,18.31,196.65268817204307,144.71,199.36,3596.3172999999992,93,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e2_bs1000_power.csv,8192000,0.67942,0.101094,0.780514,2,False,819200.0,0.0008192,3.2768,True
B200,R2000,pie,4,1000,2000,64,64,64,0.722707,0.003653,0.123604,34.844683,0.0,35.695605,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e4_bs1000.log,35.35,198.01258426966294,144.02,199.78,6993.5522,178,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e4_bs1000_power.csv,8192000,0.722707,0.127257,0.849964,2,False,819200.0,0.0008192,6.5536,True
B200,R2000,pie,6,1000,2000,64,64,64,0.702922,0.003594,0.099456,50.873841,0.0,51.682169,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e6_bs1000.log,51.36,198.71263565891473,144.88,200.02,10200.0794,258,/home/zhong.zheng/pty-chi/modeling_exp/B200/R2000/pie/e6_bs1000_power.csv,8192000,0.702922,0.10305,0.805972,2,False,819200.0,0.0008192,9.8304,True
B200,R4000,ad_ptycho,1,1000,4000,64,64,64,0.796642,0.003854,0.120935,0.45422,0.0,1.377111,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e1_bs1000.log,1.07,163.56285714285715,145.48,190.87,168.0695,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e1_bs1000_power.csv,16384000,0.796642,0.124789,0.921431,4,True,1720320.0,0.00172032,6.88128,False
B200,R4000,ad_ptycho,2,1000,4000,64,64,64,0.815356,0.004661,0.167287,0.591372,0.0,1.579848,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e2_bs1000.log,1.27,167.36,144.45,201.86,204.219,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e2_bs1000_power.csv,16384000,0.815356,0.171948,0.987304,4,False,1720320.0,0.00172032,13.76256,True
B200,R4000,ad_ptycho,4,1000,4000,64,64,64,0.836848,0.004464,0.129899,0.801632,0.0,1.77405,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e4_bs1000.log,1.47,172.10111111111112,144.55,207.04,245.682,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e4_bs1000_power.csv,16384000,0.836848,0.13436299999999998,0.971211,4,False,1720320.0,0.00172032,27.52512,True
B200,R4000,ad_ptycho,6,1000,4000,64,64,64,0.830625,0.004675,0.154413,1.060458,0.0,2.051357,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e6_bs1000.log,1.67,176.59499999999997,144.33,216.31,288.224,10,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/ad_ptycho/e6_bs1000_power.csv,16384000,0.830625,0.159088,0.989713,4,False,1720320.0,0.00172032,41.28768,True
B200,R4000,bh,1,1000,4000,64,64,64,0.776154,0.003881,0.091412,0.466395,0.0,1.33985,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e1_bs1000.log,1.07,163.33285714285714,144.66,192.89,165.95100000000002,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e1_bs1000_power.csv,16384000,0.776154,0.09529299999999999,0.8714470000000001,4,True,1146880.0,0.00114688,4.58752,False
B200,R4000,bh,2,1000,4000,64,64,64,0.776939,0.004423,0.1321,0.611144,0.0,1.526038,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e2_bs1000.log,1.27,167.6825,144.8,202.4,204.59300000000002,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e2_bs1000_power.csv,16384000,0.776939,0.136523,0.913462,4,False,1146880.0,0.00114688,9.17504,True
B200,R4000,bh,4,1000,4000,64,64,64,0.815431,0.004524,0.139565,0.860896,0.0,1.821695,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e4_bs1000.log,1.47,170.70111111111112,143.96,205.7,243.50300000000001,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e4_bs1000_power.csv,16384000,0.815431,0.144089,0.9595199999999999,4,False,1146880.0,0.00114688,18.35008,True
B200,R4000,bh,6,1000,4000,64,64,64,0.803039,0.003623,0.099273,1.03248,0.0,1.939805,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e6_bs1000.log,1.67,176.673,144.84,217.06,288.129,10,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/bh/e6_bs1000_power.csv,16384000,0.803039,0.102896,0.9059349999999999,4,False,1146880.0,0.00114688,27.52512,True
B200,R4000,dm,1,1000,4000,64,64,64,0.809711,0.007625,0.087902,0.438388,0.0,1.345205,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e1_bs1000.log,1.07,164.0942857142857,145.35,192.24,166.837,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e1_bs1000_power.csv,16384000,0.809711,0.095527,0.905238,4,True,1474560.0,0.00147456,5.89824,False
B200,R4000,dm,2,1000,4000,64,64,64,0.796529,0.008503,0.099372,0.571002,0.0,1.476495,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e2_bs1000.log,1.27,167.53750000000002,145.38,202.65,206.1035,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e2_bs1000_power.csv,16384000,0.796529,0.107875,0.9044040000000001,4,False,1474560.0,0.00147456,11.79648,True
B200,R4000,dm,4,1000,4000,64,64,64,1.197861,0.007677,0.146575,0.803017,0.0,2.156216,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e4_bs1000.log,1.87,168.5090909090909,144.73,209.79,306.3,11,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e4_bs1000_power.csv,16384000,1.197861,0.154252,1.3521130000000001,4,False,1474560.0,0.00147456,23.59296,True
B200,R4000,dm,6,1000,4000,64,64,64,0.80873,0.007933,0.110442,1.012426,0.0,1.941063,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e6_bs1000.log,1.67,176.601,145.12,214.32,288.21099999999996,10,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/dm/e6_bs1000_power.csv,16384000,0.80873,0.118375,0.927105,4,False,1474560.0,0.00147456,35.38944,True
B200,R4000,lsqml,1,1000,4000,64,64,64,0.794421,0.003553,0.123955,0.403534,0.0,1.326748,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e1_bs1000.log,1.07,163.03142857142856,145.05,191.09,165.592,7,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e1_bs1000_power.csv,16384000,0.794421,0.12750799999999998,0.9219290000000001,4,True,983040.0,0.00098304,3.93216,False
B200,R4000,lsqml,2,1000,4000,64,64,64,0.78155,0.004543,0.152184,0.651691,0.0,1.591307,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e2_bs1000.log,1.27,167.0875,144.5,200.61,203.906,8,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e2_bs1000_power.csv,16384000,0.78155,0.156727,0.9382769999999999,4,False,983040.0,0.00098304,7.86432,True
B200,R4000,lsqml,4,1000,4000,64,64,64,0.784725,0.004547,0.1329,0.848412,0.0,1.771756,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e4_bs1000.log,1.47,171.75777777777776,144.78,205.85,245.13,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e4_bs1000_power.csv,16384000,0.784725,0.13744699999999999,0.922172,4,False,983040.0,0.00098304,15.72864,True
B200,R4000,lsqml,6,1000,4000,64,64,64,0.809572,0.004547,0.130412,1.090688,0.0,2.037396,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e6_bs1000.log,1.67,177.027,144.86,212.85,289.26599999999996,10,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/lsqml/e6_bs1000_power.csv,16384000,0.809572,0.134959,0.9445309999999999,4,False,983040.0,0.00098304,23.59296,True
B200,R4000,pie,1,1000,4000,64,64,64,0.81089,0.004441,0.097807,17.456272,0.0,18.37076,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e1_bs1000.log,18.08,196.53293478260872,144.47,200.1,3554.8965,92,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e1_bs1000_power.csv,16384000,0.81089,0.102248,0.913138,4,True,819200.0,0.0008192,3.2768,False
B200,R4000,pie,2,1000,4000,64,64,64,0.802465,0.004731,0.136197,33.759845,0.0,34.704489,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e2_bs1000.log,34.5,197.9645977011495,144.63,200.14,6831.7755,174,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e2_bs1000_power.csv,16384000,0.802465,0.14092800000000003,0.943393,4,False,819200.0,0.0008192,6.5536,True
B200,R4000,pie,4,1000,4000,64,64,64,0.80012,0.003684,0.14227,68.557794,0.0,69.506327,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e4_bs1000.log,69.33,198.933908045977,145.13,200.46,13794.194599999999,348,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e4_bs1000_power.csv,16384000,0.80012,0.145954,0.9460740000000001,4,False,819200.0,0.0008192,13.1072,True
B200,R4000,pie,6,1000,4000,64,64,64,0.809088,0.004747,0.094949,102.899214,0.0,103.809395,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e6_bs1000.log,103.56,199.32799614643545,145.12,200.64,20644.668149999998,519,/home/zhong.zheng/pty-chi/modeling_exp/B200/R4000/pie/e6_bs1000_power.csv,16384000,0.809088,0.099696,0.908784,4,False,819200.0,0.0008192,19.6608,True
B200,R8000,ad_ptycho,1,1000,8000,64,64,64,1.069137,0.004266,0.093973,0.615878,0.0,1.784274,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e1_bs1000.log,1.47,163.62555555555556,145.21,199.37,230.971,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e1_bs1000_power.csv,32768000,1.069137,0.098239,1.1673760000000002,8,True,1720320.0,0.00172032,13.76256,False
B200,R8000,ad_ptycho,2,1000,8000,64,64,64,1.114203,0.003699,0.089219,0.882618,0.0,2.090983,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e2_bs1000.log,1.87,169.07999999999998,144.24,209.45,307.735,11,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e2_bs1000_power.csv,32768000,1.114203,0.092918,1.2071209999999999,8,False,1720320.0,0.00172032,27.52512,True
B200,R8000,ad_ptycho,4,1000,8000,64,64,64,1.072402,0.003558,0.093942,1.34099,0.0,2.511892,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e4_bs1000.log,2.27,179.31230769230766,144.85,226.76,400.056,13,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e4_bs1000_power.csv,32768000,1.072402,0.0975,1.169902,8,False,1720320.0,0.00172032,55.05024,True
B200,R8000,ad_ptycho,6,1000,8000,64,64,64,1.09624,0.004765,0.091528,1.729295,0.0,2.92264,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e6_bs1000.log,2.67,186.512,145.68,231.64,494.23895,15,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/ad_ptycho/e6_bs1000_power.csv,32768000,1.09624,0.096293,1.192533,8,False,1720320.0,0.00172032,82.57536,True
B200,R8000,bh,1,1000,8000,64,64,64,1.055276,0.00371,0.096891,0.637577,0.0,1.794828,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e1_bs1000.log,1.47,164.1833333333333,145.54,198.66,231.95399999999998,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e1_bs1000_power.csv,32768000,1.055276,0.10060100000000001,1.1558770000000003,8,True,1146880.0,0.00114688,9.17504,False
B200,R8000,bh,2,1000,8000,64,64,64,1.088608,0.003535,0.115322,0.847604,0.0,2.056055,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e2_bs1000.log,1.87,169.3481818181818,144.51,208.98,308.29800000000006,11,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e2_bs1000_power.csv,32768000,1.088608,0.11885699999999999,1.207465,8,False,1146880.0,0.00114688,18.35008,True
B200,R8000,bh,4,1000,8000,64,64,64,1.091599,0.003646,0.098853,1.321809,0.0,2.517469,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e4_bs1000.log,2.28,176.48692307692306,144.29,222.64,394.75705,13,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e4_bs1000_power.csv,32768000,1.091599,0.10249899999999999,1.194098,8,False,1146880.0,0.00114688,36.70016,True
B200,R8000,bh,6,1000,8000,64,64,64,1.088868,0.004786,0.123638,1.769568,0.0,2.987716,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e6_bs1000.log,2.67,184.098,145.04,230.17,485.75199999999995,15,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/bh/e6_bs1000_power.csv,32768000,1.088868,0.128424,1.2172919999999998,8,False,1146880.0,0.00114688,55.05024,True
B200,R8000,dm,1,1000,8000,64,64,64,1.073473,0.013961,0.090366,0.602185,0.0,1.781307,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e1_bs1000.log,1.47,162.33444444444447,145.35,196.17,228.944,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e1_bs1000_power.csv,32768000,1.073473,0.104327,1.1777999999999997,8,True,1474560.0,0.00147456,11.79648,False
B200,R8000,dm,2,1000,8000,64,64,64,1.100977,0.0134,0.132098,0.825428,0.0,2.073024,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e2_bs1000.log,1.87,169.1436363636364,144.55,209.65,307.75300000000004,11,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e2_bs1000_power.csv,32768000,1.100977,0.145498,1.2464750000000002,8,False,1474560.0,0.00147456,23.59296,True
B200,R8000,dm,4,1000,8000,64,64,64,1.082027,0.012711,0.115824,1.374386,0.0,2.586186,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e4_bs1000.log,2.27,178.8692307692308,145.56,224.78,398.88699999999994,13,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e4_bs1000_power.csv,32768000,1.082027,0.128535,1.210562,8,False,1474560.0,0.00147456,47.18592,True
B200,R8000,dm,6,1000,8000,64,64,64,1.093801,0.013563,0.091528,1.816465,0.0,3.016591,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e6_bs1000.log,2.68,185.05333333333334,145.04,227.81,490.5598,15,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/dm/e6_bs1000_power.csv,32768000,1.093801,0.105091,1.198892,8,False,1474560.0,0.00147456,70.77888,True
B200,R8000,lsqml,1,1000,8000,64,64,64,1.093939,0.003593,0.090827,0.543236,0.0,1.73265,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e1_bs1000.log,1.47,161.38444444444445,144.97,196.27,227.351,9,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e1_bs1000_power.csv,32768000,1.093939,0.09442,1.188359,8,True,983040.0,0.00098304,7.86432,False
B200,R8000,lsqml,2,1000,8000,64,64,64,1.076987,0.003687,0.097524,0.893021,0.0,2.072029,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e2_bs1000.log,1.87,169.9518181818182,144.73,207.73,309.68700000000007,11,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e2_bs1000_power.csv,32768000,1.076987,0.101211,1.1781979999999999,8,False,983040.0,0.00098304,15.72864,True
B200,R8000,lsqml,4,1000,8000,64,64,64,1.095745,0.004233,0.111022,1.352575,0.0,2.56466,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e4_bs1000.log,2.27,175.8130769230769,144.44,216.66,392.07400000000007,13,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e4_bs1000_power.csv,32768000,1.095745,0.115255,1.2109999999999999,8,False,983040.0,0.00098304,31.45728,True
B200,R8000,lsqml,6,1000,8000,64,64,64,1.10214,0.00433,0.088652,1.938371,0.0,3.134681,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e6_bs1000.log,2.87,185.273125,144.49,228.37,526.6610000000001,16,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/lsqml/e6_bs1000_power.csv,32768000,1.10214,0.092982,1.1951219999999998,8,False,983040.0,0.00098304,47.18592,True
B200,R8000,pie,1,1000,8000,64,64,64,1.072096,0.004234,0.125815,34.172907,0.0,35.376717,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e1_bs1000.log,35.09,197.70180790960453,145.04,201.4,6941.111650000001,177,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e1_bs1000_power.csv,32768000,1.072096,0.130049,1.202145,8,True,819200.0,0.0008192,6.5536,False
B200,R8000,pie,2,1000,8000,64,64,64,1.070257,0.004453,0.121211,66.455126,0.0,67.652379,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e2_bs1000.log,67.33,198.8950295857988,145.17,201.55,13395.17815,338,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e2_bs1000_power.csv,32768000,1.070257,0.125664,1.195921,8,False,819200.0,0.0008192,13.1072,True
B200,R8000,pie,4,1000,8000,64,64,64,1.11242,0.003431,0.093877,146.248354,0.0,147.460298,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e4_bs1000.log,147.21,199.52462686567162,144.18,201.37,29374.647900000004,737,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e4_bs1000_power.csv,32768000,1.11242,0.097308,1.209728,8,False,819200.0,0.0008192,26.2144,True
B200,R8000,pie,6,1000,8000,64,64,64,1.077379,0.003407,0.115198,202.194293,0.0,203.392677,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e6_bs1000.log,203.06,200.05060039370082,145.0,202.13,40624.8036,1016,/home/zhong.zheng/pty-chi/modeling_exp/B200/R8000/pie/e6_bs1000_power.csv,32768000,1.077379,0.11860499999999999,1.195984,8,False,819200.0,0.0008192,39.3216,True
H100,R1000,ad_ptycho,1,1000,1000,64,64,64,1.172964,0.004576,0.094733,0.693531,0.0,1.966287,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e1_bs1000.log,1.72,97.4877777777778,72.18,119.01,141.927,9,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e1_bs1000_power.csv,4096000,1.172964,0.099309,1.2722729999999998,1,True,1720320.0,0.00172032,1.72032,False
H100,R1000,ad_ptycho,2,1000,1000,64,64,64,1.308811,0.004507,0.109155,0.559346,0.0,1.982403,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e2_bs1000.log,1.52,95.095,71.93,120.36,118.53699999999999,8,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e2_bs1000_power.csv,4096000,1.308811,0.113662,1.422473,1,False,1720320.0,0.00172032,3.44064,True
H100,R1000,ad_ptycho,4,1000,1000,64,64,64,1.389025,0.004477,0.091079,0.528095,0.0,2.013218,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e4_bs1000.log,1.52,94.85624999999999,71.9,121.26,118.07200000000002,8,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e4_bs1000_power.csv,4096000,1.389025,0.09555599999999999,1.484581,1,False,1720320.0,0.00172032,6.88128,True
H100,R1000,ad_ptycho,6,1000,1000,64,64,64,1.034229,0.004372,0.130243,0.632314,0.0,1.801617,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e6_bs1000.log,1.51,96.3375,73.36,121.53,119.915,8,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/ad_ptycho/e6_bs1000_power.csv,4096000,1.034229,0.13461499999999998,1.168844,1,False,1720320.0,0.00172032,10.32192,True
H100,R1000,bh,1,1000,1000,64,64,64,1.541531,0.004468,0.115432,0.985153,0.0,2.647065,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e1_bs1000.log,2.15,97.15727272727273,72.09,118.89,193.1957,11,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e1_bs1000_power.csv,4096000,1.541531,0.1199,1.6614309999999999,1,True,1146880.0,0.00114688,1.14688,False
H100,R1000,bh,2,1000,1000,64,64,64,1.552721,0.004538,0.089125,0.489553,0.0,2.137004,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e2_bs1000.log,1.31,93.62857142857142,75.16,118.37,96.638,7,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e2_bs1000_power.csv,4096000,1.552721,0.093663,1.6463839999999998,1,False,1146880.0,0.00114688,2.29376,True
H100,R1000,bh,4,1000,1000,64,64,64,1.390007,0.00423,0.089,0.481985,0.0,1.965762,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e4_bs1000.log,1.52,95.07249999999999,72.11,122.71,118.20799999999998,8,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e4_bs1000_power.csv,4096000,1.390007,0.09323,1.483237,1,False,1146880.0,0.00114688,4.58752,True
H100,R1000,bh,6,1000,1000,64,64,64,1.223729,0.004522,0.125752,0.583771,0.0,1.938232,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e6_bs1000.log,1.67,94.09333333333333,72.76,122.09,143.44849999999997,9,/home/zhong.zheng/pty-chi/modeling_exp/H100/R1000/bh/e6_bs1000_power.csv,4096000,1.223729,0.130274,1.354003,1,False,1146880.0,0.00114688,6.88128,True
