Time(S),GPU0_Power(W)
0.00,127.00
0.00,127.00
0.20,127.00
0.40,127.00
0.60,154.00
0.80,162.00
1.00,132.00
1.20,127.00
1.40,127.00
1.60,143.00
1.80,158.00
2.00,133.00
2.20,127.00
2.40,127.00
2.60,127.00
2.80,126.00
3.00,127.00
3.20,143.00
3.40,129.00
3.60,170.00
3.80,215.00
4.00,251.00
4.20,200.00
4.40,186.00
4.60,159.00
4.80,132.00
5.00,127.00
5.20,127.00
5.40,126.00
5.60,146.00
5.80,131.00
6.00,127.00
6.20,127.00
6.40,126.00
6.60,126.00
6.80,127.00
7.00,126.00
7.20,126.00
7.40,306.00
7.60,256.00
7.80,336.00
