Time(S),GPU0_Power(W)
0.07,144.32
0.07,144.32
0.27,144.26
0.47,144.24
0.67,152.37
0.87,161.96
1.07,172.62
1.27,184.43
1.47,196.52
1.67,205.39
1.87,209.45
