Time(S),GPU0_Power(W)
0.00,125.00
0.00,125.00
0.20,126.00
0.40,126.00
0.60,153.00
0.80,161.00
1.00,131.00
1.20,127.00
1.40,126.00
1.60,143.00
1.80,157.00
2.00,133.00
2.20,127.00
2.40,127.00
2.60,126.00
2.80,126.00
3.00,126.00
3.20,126.00
3.40,126.00
3.60,170.00
3.80,217.00
4.00,248.00
4.20,207.00
4.40,146.00
4.60,129.00
4.80,127.00
5.00,126.00
5.20,126.00
5.40,136.00
5.60,128.00
5.80,126.00
6.00,126.00
6.20,126.00
6.40,126.00
6.60,138.00
6.80,131.00
7.00,139.00
7.20,207.00
7.40,240.00
7.60,274.00
7.80,263.00
8.00,294.00
8.20,236.00
8.40,280.00
